id,section,kp,kp_name,source,path,image_path,question
Q0079,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2007 - 2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题\2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2007_2007期末材料力学\q-003.png,"3、 矩形截面悬臂梁(200mm×120mm×1200mm)左端固定,右端中心施加面内沿 θ = 300 方 向 的 集 中 力 FP = 100KN , 如 图 所 示 。 若 已 知 材 料 的 许 用 应 力 [σ ] = 30MPa 。求:固定端截面上 A、B、C、D 四点的正应力,并在不考虑剪 切应力影响的情况下判断梁的强度是否满足要求。(20 分)"
Q0087,截面几何、弯曲正应力、强度校核,K06.1,形心、惯性矩、平行移轴与组合截面,2009 - 2009\2009年期中.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009年期中.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009年期中\q-002.png,"2、 矩形截面如图 3 所示,已知:q=2kN/m,P0=240kN,P1=160kN,P2=4kN,b=12cm,l=2m, h=16cm。求梁内的最大拉应力和压应力以及危险截面上中性轴的位置(20 分)。 图3"
Q0101,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-011.png,"3.( 15 试)[本题得试______] 已知)T形铸铁计伸梁[σt ]=35MPa, [σc ]=120MPa, 4 4 Iz =5000× 10 mm , y 1 =70mm, y 2 =130mm, z 轴 过形心,考求)(1)考图(a)放置考考许考载荷[F ]) (2)考图(a)、(b)两种放置哪种合理?抄什么? 2F F B y1 A D C z 1m 1m 1m y2 (a) (b) [计算题-第3题图] 第 5页 / 共 6页[12题] [ ND 54 ] ☆☆☆☆☆ 材材材学组试系材(2007A版)☆☆☆☆☆ 组试考组)2009年04月02日[03:42PM]"
Q0102,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-012.png,"4.( 10 试)[本题得试______] 橡考传动轴由电机考动,尺寸和受材试图考,橡考轮重FW =1kN,直径D = 1200mm,轴考[σ ]=50MPa, l =1600mm,FT1 =6kN, FT2 =3kN) 考考第四强度理论确考传动轴考直径) FT1 D FT2 电机 l )2 l )2 FW [计算题-第4题图] 第 6页 / 共 6页[12题] [ ND 54 ] ☆☆☆☆☆ 材材材材组组材材(2007A版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:42PM] 材料力学模拟试卷答案(A卷) 课号: 课名:材料力学 总计100分 选选题(4题20本) 填填题(4题25本) 证证题(0题 0本) 计计题(4题55本) ★注:本本组本本本本本本本本本本本本本本本本本本组本本!本本教本本本本教教教教教本本本本本本教本教。 选择题(共4题20分)"
Q0103,截面几何、弯曲正应力、强度校核,K06.1,形心、惯性矩、平行移轴与组合截面,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-013.png,4. ( 5 本) 3 I z 2 =I z 1 =bh /12 第 1页 / 共 3页[12题] ☆☆☆☆☆ 材材材材组组材材(2007A版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:42PM] 计算题(共4题55分)
Q0106,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-016.png,"3. ( 15 本) (1)由[σ ]和截面尺寸知[F ]由(σt )max 控本 截面C :(σt )max =Mc y 2 /Iz ≤ [σt ] [F ]≤ 26.9kN 截面B :(σt )max =MBy 1 /Iz ≤ [σt ] [F ]≤ 25kN 取[F ]=25kN (2)由M 图知,图(a)放置合理。 第 2页 / 共 3页[12题] ☆☆☆☆☆ 材材材材组组材材(2007A版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:42PM] F A C (一) D (十) B F/2 (kN m) [计算题-第3题图]"
Q0107,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-017.png,"4. ( 10 本) d ≥ [32 √M ̄ ̄ 2 ̄ ̄ 0 ̄ ̄ + ̄ ̄ . ̄ ̄ 5 ̄ 7 ̄ ̄ ̄ ̄ M 2 T /(π[σ ])] 1/3 =89.8mm。 第 3页 / 共 3页[12题] 命题命命(签签)) 审审命命(签签)) 考考( ))考考( ) 考试试试:100试 材料力学模拟试卷(B卷) 2008-2009学年第二学期·__考试 课学) 课签)材材材学 姓签_____________学学_____________专专______________ 得试_____ 得 累 选选题(1题 5试) 填填题(3题15试) 考证题(2题20试) 计计题(5题60试) 累 计 分 计 注 一、考考考考考考考考考考考考考考考考,以以考以,考考考考考考考考考考考考考考命命考考考考考考考; 意 二、考考考考考试考考考考考、橡橡、计计计计命命考考考考考考计计,不得考考不不不不、考笔、草草草草; 事 三、考试考不答答答答计(包包计计计草))考题草试试试试试不试草试题,考考考考考考考考考命命考考; 项 四、考考考考考考试,严严严严严严、抄抄考抄抄抄考试草抄抄抄抄,试试如如,当考当当考考当当,考试抄答; 选择题(共1题 5分)"
Q0108,截面几何、弯曲正应力、强度校核,K06.1,形心、惯性矩、平行移轴与组合截面,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-018.png,"1.( 5 试)[本题得试______] 不意截面形状考草直梁在弹性纯弯曲条件下,中性轴考考置试题试四种考案) (A)草试横截面积; (B)通过横截面考形心; (C)通过横截面考弯心; (D)由横截面试拉材以中性轴考材矩草于压材以该轴考材矩考条件确考) 正确考案是______) 填空题(共3题15分)"
Q0114,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-024.png,"2.( 10 试)[本题得试______] 图考抄材材、横截面积均相同考A 、B 两根梁,弯曲后其轴线弯成两个同心圆 弧)考考证A 、B 两梁考最大正考材(σmax )A <(σmax )B ) 第 2页 / 共 5页[11题] [ ND 59 ] ☆☆☆☆☆ 材材材学组试材材(2007A版)☆☆☆☆☆ 组试考组)2009年04月02日[03:31PM] a A B [证明题-第2题图] 计算题(共5题60分)"
Q0119,截面几何、弯曲正应力、强度校核,K06.1,形心、惯性矩、平行移轴与组合截面,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-029.png,"5.( 15 试)[本题得试______] 图考T形截面梁,考计计B 截面试K 点(在腹板试)考正考材计切考材) 20kN m 30 10kN/m 30 170 C z B K 61 1m 1m y 200 (单考)mm) Iz=4.03× 10 mm4 7 [计算题-第5题图] 第 5页 / 共 5页[11题] [ ND 59 ] ☆☆☆☆☆ 材材材材组组材材(2007A版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:31PM] 材料力学模拟试卷答案(B卷) 课号: 课名:材料力学 总计100分 选选题(1题 5本) 填填题(3题15本) 证证题(2题20本) 计计题(5题60本) ★注:本本组本本本本本本本本本本本本本本本本本本组本本!本本教本本本本教教教教教本本本本本本教本教。 选择题(共1题 5分)"
Q0120,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-030.png,"3. ( 5 本) ∵4F /(πd2)≤ [σ ], F /(πdh )≤ 0.6[σ ] ∴本正应材和切应材都达到各自许用应材组 2 有(4F /(πd ))/(F /(πdh ))=1/0.6 d /h =2.4 证明题(共2题20分)"
Q0121,截面几何、弯曲正应力、强度校核,K07.3,斜弯曲、偏心压缩与截面核心,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-031.png,"1. ( 10 本) 2 MB =-q [( l -a )/2] /2<0 2 Mx =q l a /4-q l /8 令:|MB |=|Mx |或-MB =Mx ( x = l /2), 化简得: a2-4 l a +2 l 2=0 解得:a =(2- √ ̄ 2) l 。 第 1页 / 共 3页[11题] ☆☆☆☆☆ 材材材材组组材材(2007A版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:31PM]"
Q0122,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-032.png,"2. ( 10 本) (σmax )A =E ( εmax )A =E y max / ρA (σmax )B =E ( εmax )B =E y max / ρB 已知两梁E ,y max 相等, ρA > ρB , 则(σmax )A <(σmax )B 。 计算题(共5题60分)"
Q0127,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-037.png,"5. ( 15 本) 4 FSB =-1× 10 N 4 MB =1.5× 10 N m σK =MByK /Iz =11.5MPa τK =FSBSz* (K )/(bIz )=-2.28MPa 第 3页 / 共 3页[11题] 命题命命(签签)) 审审命命(签签)) 考考( ))考考( ) 考试试试:100试 材料力学模拟试卷(C卷) 2008-2009学年第二学期·__考试 课学) 课签)材材材学 姓签_____________学学_____________专专______________ 得试_____ 得 累 选选题(0题 0试) 填填题(2题10试) 考证题(1题10试) 计计题(6题80试) 累 计 分 计 注 一、考考考考考考考考考考考考考考考考,以以考以,考考考考考考考考考考考考考考命命考考考考考考考; 意 二、考考考考考试考考考考考、橡橡、计计计计命命考考考考考考计计,不得考考不不不不、考笔、草草草草; 事 三、考试考不答答答答计(包包计计计草))考题草试试试试试不试草试题,考考考考考考考考考命命考考; 项 四、考考考考考考试,严严严严严严、抄抄考抄抄抄考试草抄抄抄抄,试试如如,当考当当考考当当,考试抄答; 填空题(共2题10分)"
Q0131,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-041.png,"1.( 20 试)[本题得试______] 图考结构,AB 抄刚性梁,已知1、2、3杆考横截面面积均抄A ,材材考许考 考材抄[σ ])求结构考许可载荷[F ]) 2 2l 1 3 l l A B a a F [计算题-第1题图] 第 2 页 / 共 5 页[ 9 题] [ ND 52 ] ☆☆☆☆☆ 材材材学组试系材(2007A版)☆☆☆☆☆ 组试考间)2009年04月02日[03:32PM]"
Q0135,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-045.png,5.( 15 试)[本题得试______] 求图考T形截面铸铁梁考最大拉考材和最大压考材) 200 q=50kN)m 160 30 z A C 形心C B 142 2m 1m 20 (单考)mm) Iz=2.59× 10-5 m4 [计算题-第5题图]
Q0139,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-049.png,1. ( 20 本) [F ]=5[σ ]A /2。 第 1页 / 共 3页[ 9题] ☆☆☆☆☆ 材材材材组组材材(2007A版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:32PM]
Q0143,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-053.png,5. ( 15 本) 最大压应材本B 截面下边缘: (σc )max =MB × 142/Iy =-137MPa 最大压应材本C 截面下边缘: (σt )max =MC × 142/Iy =77.3MPa 25kN m A (一) M C (十) B
Q0144,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-054.png,"6. ( 10 本) FA =F /3 (↑ ) D 左: FSD =-2F /3 D 左: MD =-Fa /3 σK =MDyK /Iz =-Fa /(bh2) τK =FSDSz* (K )/(bIz )=-3F /(4bh ) 第 3页 / 共 3页[ 9题] 命题命命(签签)) 审审命命(签签)) 考考( ))考考( ) 考试试试:100试 材料力学模拟试卷(D卷) 2008-2009学年第一学期·__考试 课学) 课签)材材材学 姓签_____________学学_____________专专______________ 得试_____ 得 累 选选题(3题15试) 填填题(4题25试) 考证题(0题 0试) 计计题(5题60试) 累 计 分 计 注 一、考考考考考考考考考考考考考考考考,以以考以,考考考考考考考考考考考考考考命命考考考考考考考; 意 二、考考考考考试考考考考考、橡橡、计计计计命命考考考考考考计计,不得考考不不不不、考笔、草草草草; 事 三、考试考不答答答答计(包包计计计草))考题草试试试试试不试草试题,考考考考考考考考考命命考考; 项 四、考考考考考考试,严严严严严严、抄抄考抄抄抄考试草抄抄抄抄,试试如如,当考当当考考当当,考试抄答; 选择题(共3题15分)"
Q0146,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-056.png,"2.( 5 试)[本题得试______] 一梁拟考图考两种方式搁置,则两种情况下考最大考材之比 (σmax )a )(σmax )b 抄) (A)1)4; (B)1)16; (C)1)64; (D)16) 正确考案是______) F F l l b b 4 b 4 b (a) (b) [选择题-第2题图] 第 1页 / 共 6页[12题] [ ND 41 ] ☆☆☆☆☆ 材材材学组试材材(2007B版)☆☆☆☆☆ 组试考组)2009年04月02日[03:35PM]"
Q0151,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-061.png,4.( 10 试)[本题得试______] 已知某合金钢材材考持久极限曲线试图所考) (1)考求试下各点考循环特征r 值 A 点)r =_____;B 点)r =______; C 点)r =_____;D 点)r =______) (2)材材考σ -1 =______MPa;σb =_______MPa) (3)G点考σmax =______MPa;σmin =_______MPa) σa (MPa) 410 A C D 100 G 45° B σm (MPa) O 400 900 [填空题-第4题图] 第 3页 / 共 6页[12题] [ ND 41 ] ☆☆☆☆☆ 材材材学组试材材(2007B版)☆☆☆☆☆ 组试考组)2009年04月02日[03:35PM] 计算题(共5题60分)
Q0155,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-065.png,"4.( 15 试)[本题得试______] 图考梁在C 点贴电阻片,测得ε=0.6× 10 ,材材考E =200GPa, -3 [σ ]=160MPa,(1)求F =?(2)若F =3.5kN,校审该梁 考强度) F A D B 40mm C"
Q0159,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-069.png,4. ( 10 本) (1)r =-1;r =+1;r =0;r =0 (2)σ1 =410MPa; σb =900MPa (3)σmax =500MPa;σmin =300MPa 第 1页 / 共 3页[12题] ☆☆☆☆☆ 材材材材组组材材(2007B版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:35PM] 计算题(共5题60分)
Q0163,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-073.png,"4. ( 15 本) (1)σc =E ε=120MPa, σc =Mc /W , F =3.2kN (2)(σD )max =MD /W ≤ [σ ], σD =157MPa<[σ ]。 梁强度安全。 第 2页 / 共 3页[12题] ☆☆☆☆☆ 材材材材组组材材(2007B版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:35PM]"
Q0166,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-076.png,"1.( 5 试)[本题得试______] 一梁拟考图考两种方式搁置,则两种情况下考最大考材之比 (σmax )a )(σmax )b 抄) (A)1)4; (B)1)16; (C)1)64; (D)16) 正确考案是______) F F l l b b 4 b 4 b (a) (b) [选择题-第1题图]"
Q0175,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-085.png,"4.( 15 试)[本题得试______] 图考梁在C 点贴电阻片,测得ε=0.6× 10 ,材材考E =200GPa, -3 [σ ]=160MPa,(1)求F =?(2)若F =3.5kN,校审该梁 考强度) F A D B 40mm C"
Q0181,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-091.png,"4. ( 15 本) (1)σc =E ε=120MPa, σc =Mc /W , F =3.2kN (2)(σD )max =MD /W ≤ [σ ], σD =157MPa<[σ ]。 梁强度安全。 第 2页 / 共 3页[11题] ☆☆☆☆☆ 材材材材组组材材(2007B版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:36PM]"
Q0195,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-105.png,"4.( 15 试)[本题得试______] 图考齿轮传动轴由电机考动,抄考在齿轮试考材试图考)已知齿轮节圆直径D =120mm,F =0.8kN,FT=2kN)设轴考直径d =30mm, l =160mm,[σ ]=80MPa)考考第三强度理论校审轴考强度) F F 轴 FT Me 电机 齿轮 l )2 l )2 D [计算题-第4题图] 第 6页 / 共 6页[12题] [ ND 56 ] ☆☆☆☆☆ 材材材材组组材材(2007B版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:37PM] 材料力学模拟试卷答案(F卷) 课号: 课名:材料力学 总计100分 选选题(4题25本) 填填题(4题20本) 证证题(0题 0本) 计计题(4题55本) ★注:本本组本本本本本本本本本本本本本本本本本本组本本!本本教本本本本教教教教教本本本本本本教本教。 选择题(共4题25分)"
Q0201,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-111.png,3. ( 15 本) 原梁 M max /W =F l /4W =1.3[σ ] 加辅梁 M max /W =F x /2W =[σ ] x =2.31m a = l -2 x =1.38m 第 2页 / 共 3页[12题] ☆☆☆☆☆ 材材材材组组材材(2007B版) ☆☆☆☆☆ 组组组组:2009年04月02日[03:37PM]
Q0202,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-112.png,"4. ( 15 本) σr3= √M ̄ ̄ 2 ̄+ ̄ ̄ ̄ ̄ M 2 T /W =55.7MPa<[σ ], 安全 第 3页 / 共 3页[12题]"
Q0226,截面几何、弯曲正应力、强度校核,K07.2,弯曲剪应力 VQ/(Ib),开放式思维训练.pdf,D:\虚拟C盘\学习\固体力学\考题\开放式思维训练.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\开放式思维训练\q-010.png,"2.画出刚架变形后的大致形状。 A D 开放式思维案例 温度升高T ◦C Δ TSINGHUA UNIVERSITY A B A B 温度升高T ◦C Δ A B A B 分析、研究上述情形下杆件AB内会不会产生应力? 开放式思维案例 温度升高T ◦C B TSINGHUA UNIVERSITY A 温度升高T ◦C B A 分析、研究上述情形下杆件AB内会不会产生应力? 开放式思维案例 FP B TSINGHUA UNIVERSITY A C Δ FP B A C Δ 在加力点和右边支座可以移动的情形下,请分析、研究上述两 种情形下有没有可能使加力点C处的转角等于零? 开放式思维案例 TSINGHUA UNIVERSITY 举例说明下列命题的正确与否?  有应力一定有应变  有应力不一定有应变  有应变不一定有应力  有应变一定有应力 开放式思维案例 TSINGHUA UNIVERSITY 2s A 3s C 60o 3s B 2s 怎样确定C点处的主应力 开放式思维案例 TSINGHUA UNIVERSITY A  论证A-A截面上 必然存在剪应力,而 且是非均匀分布的;  论证A-A截面将不再 保持平面。 A 开放式思维案例 y 弹性物块 TSINGHUA UNIVERSITY p 图示刚性槽内放置 一弹性物块,物块的上 刚性槽 表面承受均布压力p。 根据你所学习的基 本概念和基本理论,可 以得到哪些有意义的结 x 论? z 开放式思维案例 已知应力圆如图所示,试确定与之对应的应力状态。 TSINGHUA UNIVERSITY  s O 200 MPa 开放式思维案例 已知应力圆如图所示,试确定与之对应的应力状态。  TSINGHUA UNIVERSITY 100 MPa s O 100 MPa 100 MPa 100 MPa 开放式思维案例 σ σ TSINGHUA UNIVERSITY σ (a) (b) 低碳钢处于图示 应力状态下,根据 最大剪应力理论, 试分析:哪一个应 力状态最先发生失 σ σ 效?。 σ σ (c) (d) 开放式思维案例 σa σb TSINGHUA UNIVERSITY τa τb 低碳钢处于图示应力状态下,根据最大剪应力理论,试分 析:哪一个应力状态最先发生失效? 开放式思维案例 承受内压的容器,怎样从表面一点处某一方向的正应变推知 TSINGHUA UNIVERSITY 其所受之内压,或间接测试其壁厚。 45 开放式思维案例 TSINGHUA UNIVERSITY 9l 7l 5l 2l (a) (b) (c) (d) 四根压杆:材料和直径相同,但是长度和支承都不相同。 请应用临界应力总图排出它们临界力大小的顺序。 开放式思维案例 刚性杆ABCD在B、C二处支承在刚度为k的弹簧上;弹簧 下端固接在刚性地面上。刚性杆承受一对轴向载荷如图中所 TSINGHUA UNIVERSITY 示。 l FP 刚性杆 FP A B C D k k a 请分析该结构有没有稳定性问题?如果有,请确定保持 稳定性的临界力的大小。 开放式思维案例 卡箍 卡箍 TSINGHUA UNIVERSITY 管道 A B l 供热管道分段用“卡箍”固定在建筑物上,由于运行温 度高于安装温度,在相邻的两个“卡箍”之间的一段管道可 能会发生屈曲问题。 请分析:影响管道稳定承载能力(温差)的因素有哪些? 研究:可以采用哪些措施提高管道的稳定承载能力?"
Q0234,截面几何、弯曲正应力、强度校核,K07.1,弯曲正应力与梁强度校核,材力-淮阴工学院.doc,D:\虚拟C盘\学习\固体力学\考题\材力-淮阴工学院.doc,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\材力_淮阴工学院\q-006.png,"六、材料受扭转作用破坏时,低碳钢是由(A)破坏,铸铁是由(C)破坏。 A、剪应力 B、压应力 C、拉应力 D、弯曲应力"
